text,devanagari,label,type
हī चs्मah खouप समāप्त करतa,ही चष्मा खूप समाप्त करता,neutral,sentence
हi चs्मah खuप समāप्त करतa,ही चष्मा खूप समाप्त करता,neutral,sentence
हIE इच्छA प्रचNड क्SEYत्रफळ आसA,ही इच्छा प्रचंड क्षेत्रफळ आसा,neutral,sentence
हi इच्छa प्रचmड क्sayत्रफळ आसā,ही इच्छा प्रचंड क्षेत्रफळ आसा,neutral,sentence
हee इच्छaa प्रचnड क्sheत्रफळ आसaa,ही इच्छा प्रचंड क्षेत्रफळ आसा,neutral,sentence
हī इच्छa प्रचmड क्sshaeत्रफळ आसa,ही इच्छा प्रचंड क्षेत्रफळ आसा,neutral,sentence
हi इच्छā प्रचmड क्ṣēत्रफळ आसā,ही इच्छा प्रचंड क्षेत्रफळ आसा,neutral,sentence
हi आśā बरiच पडतaळणi यeतah,ही आशा बरीच पडताळणी येता,neutral,sentence
हee आshaa बरeeच पडतaaळणee यeतaa,ही आशा बरीच पडताळणी येता,neutral,sentence
हī आsa बरeeच पडतāळणī यēतah,ही आशा बरीच पडताळणी येता,neutral,sentence
हī आśa बरīच पडतaळणie यeतa,ही आशा बरीच पडताळणी येता,neutral,sentence
हI आSAA बरĪच पडतĀळणIE यEYतAA,ही आशा बरीच पडताळणी येता,neutral,sentence
हen फoन फahर ठिकahण आसa,हें फोन फार ठिकाण आसा,neutral,sentence
हen फoन फaaर ठिकaaण आसaa,हें फोन फार ठिकाण आसा,neutral,sentence
हem फōन फāर ठिकaण आसa,हें फोन फार ठिकाण आसा,neutral,sentence
हayṃ फohन फaर ठिकaण आसā,हें फोन फार ठिकाण आसा,neutral,sentence
हem फowन फahर ठिकahण आसa,हें फोन फार ठिकाण आसा,neutral,sentence
हee मooर्तee बरeeच स्थaaयee करतaa,ही मूर्ती बरीच स्थायी करता,positive,sentence
हī मooर्तee बरiच स्थaaयī करतa,ही मूर्ती बरीच स्थायी करता,positive,sentence
हI मOUर्तI बरIच स्थAयI करतAH,ही मूर्ती बरीच स्थायी करता,positive,sentence
हie मooर्तee बरeeच स्थaयi करतah,ही मूर्ती बरीच स्थायी करता,positive,sentence
हie मouर्तee बरeeच स्थaaयi करतaa,ही मूर्ती बरीच स्थायी करता,positive,sentence
हee नदee खooप विshesh आसaa,ही नदी खूप विशेष आसा,positive,sentence
हĪ नदĪ खŪप विSAEṢ आसAH,ही नदी खूप विशेष आसा,positive,sentence
हi नदī खouप विsays आसa,ही नदी खूप विशेष आसा,positive,sentence
हĪ नदI खUप विSHAYṢ आसĀ,ही नदी खूप विशेष आसा,positive,sentence
हi नदi खooप विseṣ आसa,ही नदी खूप विशेष आसा,positive,sentence
हĒṂ समुद्र खOUप चतुर वAHटटA,हें समुद्र खूप चतुर वाटटा,negative,sentence
हen समुद्र खouप चतुर वaटटa,हें समुद्र खूप चतुर वाटटा,negative,sentence
हem समुद्र खooप चतुर वaaटटā,हें समुद्र खूप चतुर वाटटा,negative,sentence
हēṃ समुद्र खooप चतुर वaटटā,हें समुद्र खूप चतुर वाटटा,negative,sentence
हen समुद्र खooप चतुर वaaटटaa,हें समुद्र खूप चतुर वाटटा,negative,sentence
हayn समुद्र बरiच अस्वahभahविक यayतā,हें समुद्र बरीच अस्वाभाविक येता,negative,sentence
हaym समुद्र बरiच अस्वaaभāविक यēतā,हें समुद्र बरीच अस्वाभाविक येता,negative,sentence
हeyn समुद्र बरeeच अस्वaभahविक यayतa,हें समुद्र बरीच अस्वाभाविक येता,negative,sentence
